Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,ind1,ind2
22534,IN-2026-002534,09-12-2031,11-12-2031,Standard Class,CUST-334,Customer 236,Home Office,India,Hyderabad,Delhi,Central,PROD-59,Office Supplies,Tables,Product 626,2176.41,15,5040.56,nan,Online,,
22535,IN-2026-002535,10-12-2031,12-12-2031,Same Day,CUST-506,Customer 1201,Home Office,India,Hyderabad,Karnataka,North,PROD-707,Furniture,Phones,Product 402,24975.97,12,7190.38,nan,Online,,
22536,IN-2026-002536,11-12-2031,13-12-2031,Same Day,CUST-334,Customer 705,Consumer,India,Mumbai,West Bengal,Central,PROD-650,Furniture,Chairs,Product 545,635,8,1048.33,nan,Online,,
22537,IN-2026-002537,12-12-2031,14-12-2031,Second Class,CUST-993,Customer 56,Corporate,India,Delhi,Karnataka,Central,PROD-545,Office Supplies,Storage,Product 669,12511.09,5,-1363.74,nan,COD,,
22538,IN-2026-002538,13-12-2031,15-12-2031,Second Class,CUST-439,Customer 253,Corporate,India,Bengaluru,Telangana,North,PROD-15,Office Supplies,Storage,Product 179,9336.57,3,-2680.07,nan,Online,,
22539,IN-2026-002539,14-12-2031,16-12-2031,First Class,CUST-946,Customer 43,Consumer,India,Mumbai,Karnataka,Central,PROD-696,Furniture,Binders,Product 120,19459.28,3,575.07,nan,Online,,
22540,IN-2026-002540,15-12-2031,17-12-2031,Second Class,CUST-983,Customer 1221,Home Office,India,Bengaluru,West Bengal,East,PROD-379,Technology,Tables,Product 213,18460.56,6,2634.51,Yes,COD,,
22541,IN-2026-002541,16-12-2031,18-12-2031,Second Class,CUST-1409,Customer 692,Consumer,India,Bengaluru,West Bengal,Central,PROD-380,Furniture,Phones,Product 424,15794.23,10,6908.51,nan,Net Banking,,
22542,IN-2026-002542,17-12-2031,19-12-2031,Same Day,CUST-556,Customer 103,Consumer,India,Pune,West Bengal,South,PROD-702,Office Supplies,Phones,Product 629,2099.78,11,-619.03,nan,COD,,
22543,IN-2026-002543,18-12-2031,20-12-2031,Same Day,CUST-1441,Customer 332,Home Office,India,Bengaluru,Karnataka,Central,PROD-346,Office Supplies,Phones,Product 360,6112.02,19,5594.29,nan,Cards,,
22544,IN-2026-002544,19-12-2031,21-12-2031,Second Class,CUST-601,Customer 925,Corporate,India,Mumbai,Maharashtra,North,PROD-189,Office Supplies,Binders,Product 786,2580.42,15,2290.12,nan,Net Banking,,
22545,IN-2026-002545,20-12-2031,22-12-2031,Same Day,CUST-1021,Customer 890,Home Office,India,Kolkata,Tamil Nadu,North,PROD-190,Office Supplies,Storage,Product 260,24479.66,19,6542.89,nan,Net Banking,,
22546,IN-2026-002546,21-12-2031,23-12-2031,Second Class,CUST-992,Customer 1229,Corporate,India,Delhi,Telangana,West,PROD-741,Technology,Binders,Product 370,3412.63,15,6493.72,nan,Net Banking,,
22547,IN-2026-002547,22-12-2031,24-12-2031,Same Day,CUST-1226,Customer 39,Home Office,India,Mumbai,Tamil Nadu,East,PROD-436,Furniture,Chairs,Product 734,24188.02,11,6434.64,Yes,Cards,,
22548,IN-2026-002548,23-12-2031,25-12-2031,First Class,CUST-704,Customer 105,Consumer,India,Bengaluru,Telangana,North,PROD-463,Office Supplies,Accessories,Product 137,3039.63,16,1414.8,nan,Online,,
22549,IN-2026-002549,24-12-2031,26-12-2031,Second Class,CUST-1188,Customer 54,Home Office,India,Delhi,West Bengal,South,PROD-474,Technology,Chairs,Product 666,21590.2,15,808.3,Yes,Net Banking,,
22550,IN-2026-002550,25-12-2031,27-12-2031,Standard Class,CUST-533,Customer 591,Consumer,India,Kolkata,Telangana,South,PROD-177,Furniture,Accessories,Product 121,14472.1,16,-719.83,nan,Net Banking,,
22551,IN-2026-002551,26-12-2031,28-12-2031,First Class,CUST-737,Customer 1090,Consumer,India,Bengaluru,Karnataka,North,PROD-336,Office Supplies,Chairs,Product 725,20835.21,5,-487.28,nan,COD,,
22552,IN-2026-002552,27-12-2031,29-12-2031,Second Class,CUST-750,Customer 994,Corporate,India,Pune,Maharashtra,North,PROD-761,Technology,Chairs,Product 259,15942.34,14,3778.52,Yes,UPI,,
22553,IN-2026-002553,28-12-2031,30-12-2031,Standard Class,CUST-1056,Customer 316,Corporate,India,Delhi,Karnataka,North,PROD-117,Furniture,Chairs,Product 508,19278.72,5,7581.35,nan,Net Banking,,
22554,IN-2026-002554,29-12-2031,31-12-2031,Standard Class,CUST-927,Customer 986,Consumer,India,Chennai,Tamil Nadu,Central,PROD-761,Office Supplies,Tables,Product 569,18337.59,7,3665.55,Yes,Online,,
22555,IN-2026-002555,30-12-2031,01-01-2032,Same Day,CUST-118,Customer 984,Home Office,India,Delhi,West Bengal,Central,PROD-219,Furniture,Accessories,Product 301,6689.63,14,1535.49,nan,COD,,
22556,IN-2026-002556,31-12-2031,02-01-2032,Standard Class,CUST-1213,Customer 287,Consumer,India,Mumbai,Maharashtra,East,PROD-237,Furniture,Accessories,Product 440,23392.45,10,-333.36,nan,Net Banking,,
22557,IN-2026-002557,01-01-2032,03-01-2032,Same Day,CUST-1137,Customer 1125,Home Office,India,Bengaluru,Delhi,East,PROD-12,Technology,Phones,Product 605,16180.24,15,4171.66,nan,UPI,,
22558,IN-2026-002558,02-01-2032,04-01-2032,Same Day,CUST-157,Customer 634,Consumer,India,Kolkata,Maharashtra,North,PROD-531,Furniture,Phones,Product 700,5251.58,14,-679.6,nan,Online,,
22559,IN-2026-002559,03-01-2032,05-01-2032,Standard Class,CUST-1442,Customer 89,Consumer,India,Bengaluru,Tamil Nadu,North,PROD-255,Office Supplies,Storage,Product 87,7824.54,15,-1972.86,Yes,Online,,
22560,IN-2026-002560,04-01-2032,06-01-2032,First Class,CUST-991,Customer 586,Consumer,India,Pune,Maharashtra,South,PROD-368,Office Supplies,Binders,Product 396,13443.01,3,-1971.06,nan,Cards,,
22561,IN-2026-002561,05-01-2032,07-01-2032,First Class,CUST-128,Customer 1154,Corporate,India,Delhi,Karnataka,Central,PROD-465,Technology,Tables,Product 682,22075.21,2,6355.05,nan,COD,,
22562,IN-2026-002562,06-01-2032,08-01-2032,Second Class,CUST-737,Customer 1044,Corporate,India,Mumbai,Maharashtra,West,PROD-507,Furniture,Chairs,Product 445,19969.64,5,1204.81,nan,Online,,
22563,IN-2026-002563,07-01-2032,09-01-2032,First Class,CUST-1254,Customer 403,Consumer,India,Hyderabad,West Bengal,Central,PROD-764,Technology,Chairs,Product 23,7725.69,7,7343.74,nan,Cards,,
22564,IN-2026-002564,08-01-2032,10-01-2032,Second Class,CUST-420,Customer 1135,Corporate,India,Chennai,Tamil Nadu,South,PROD-445,Furniture,Storage,Product 101,17290.04,16,2464.16,nan,COD,,
22565,IN-2026-002565,09-01-2032,11-01-2032,Second Class,CUST-1399,Customer 584,Home Office,India,Chennai,Telangana,South,PROD-143,Office Supplies,Phones,Product 654,291.01,1,4606.57,nan,UPI,,
22566,IN-2026-002566,10-01-2032,12-01-2032,Second Class,CUST-628,Customer 690,Consumer,India,Hyderabad,Tamil Nadu,Central,PROD-563,Office Supplies,Storage,Product 339,8482.87,11,6096.47,Yes,COD,,
22567,IN-2026-002567,11-01-2032,13-01-2032,Same Day,CUST-340,Customer 130,Consumer,India,Delhi,Delhi,West,PROD-45,Furniture,Binders,Product 563,21029.98,15,6619.38,nan,COD,,
22568,IN-2026-002568,12-01-2032,14-01-2032,First Class,CUST-535,Customer 1495,Corporate,India,Hyderabad,Maharashtra,East,PROD-675,Technology,Phones,Product 714,3992.23,7,-1211.96,nan,UPI,,
22569,IN-2026-002569,13-01-2032,15-01-2032,Second Class,CUST-787,Customer 1258,Home Office,India,Kolkata,West Bengal,East,PROD-237,Office Supplies,Accessories,Product 71,8996.53,6,-616.59,nan,UPI,,
22570,IN-2026-002570,14-01-2032,16-01-2032,Same Day,CUST-1032,Customer 293,Consumer,India,Pune,Tamil Nadu,East,PROD-578,Technology,Storage,Product 364,275.82,4,-1348.99,nan,Cards,,
22571,IN-2026-002571,15-01-2032,17-01-2032,Same Day,CUST-1391,Customer 841,Consumer,India,Mumbai,Telangana,East,PROD-126,Furniture,Accessories,Product 118,822.53,9,1901.06,nan,Cards,,
22572,IN-2026-002572,16-01-2032,18-01-2032,Same Day,CUST-293,Customer 1170,Consumer,India,Bengaluru,Telangana,Central,PROD-325,Furniture,Accessories,Product 673,3863.97,12,-1294.62,Yes,Online,,
22573,IN-2026-002573,17-01-2032,19-01-2032,First Class,CUST-1440,Customer 757,Corporate,India,Kolkata,Tamil Nadu,West,PROD-556,Office Supplies,Accessories,Product 362,2771.11,11,4159.52,nan,Online,,
22574,IN-2026-002574,18-01-2032,20-01-2032,Second Class,CUST-792,Customer 316,Consumer,India,Pune,Tamil Nadu,South,PROD-497,Technology,Phones,Product 701,12370.8,17,991.1,Yes,Net Banking,,
22575,IN-2026-002575,19-01-2032,21-01-2032,Same Day,CUST-192,Customer 1452,Corporate,India,Kolkata,Maharashtra,West,PROD-5,Technology,Binders,Product 240,22525.11,1,7604.79,nan,UPI,,
22576,IN-2026-002576,20-01-2032,22-01-2032,Second Class,CUST-1389,Customer 403,Corporate,India,Kolkata,Maharashtra,South,PROD-28,Furniture,Phones,Product 117,2344.88,6,5982.46,nan,UPI,,
22577,IN-2026-002577,21-01-2032,23-01-2032,Second Class,CUST-524,Customer 502,Consumer,India,Chennai,Delhi,North,PROD-784,Furniture,Chairs,Product 693,21778.46,7,4967.08,nan,COD,,
22578,IN-2026-002578,22-01-2032,24-01-2032,Second Class,CUST-931,Customer 558,Home Office,India,Delhi,Maharashtra,South,PROD-423,Technology,Chairs,Product 490,16786.91,8,4575.84,nan,Online,,
22579,IN-2026-002579,23-01-2032,25-01-2032,Same Day,CUST-1047,Customer 1336,Home Office,India,Mumbai,Tamil Nadu,West,PROD-684,Technology,Chairs,Product 155,4430.15,14,-2564.34,nan,COD,,
22580,IN-2026-002580,24-01-2032,26-01-2032,First Class,CUST-21,Customer 750,Home Office,India,Bengaluru,West Bengal,West,PROD-59,Technology,Storage,Product 555,7420.98,2,-2079.46,nan,Online,,
22581,IN-2026-002581,25-01-2032,27-01-2032,Second Class,CUST-333,Customer 1079,Home Office,India,Pune,Karnataka,South,PROD-393,Office Supplies,Tables,Product 334,5056.04,6,1753.22,nan,Net Banking,,
22582,IN-2026-002582,26-01-2032,28-01-2032,Second Class,CUST-1029,Customer 1351,Consumer,India,Mumbai,Tamil Nadu,East,PROD-461,Furniture,Chairs,Product 38,19785.14,2,7061.7,nan,COD,,
22583,IN-2026-002583,27-01-2032,29-01-2032,Second Class,CUST-487,Customer 1392,Home Office,India,Bengaluru,West Bengal,South,PROD-736,Technology,Chairs,Product 209,18196.23,11,-1965.69,nan,Online,,
22584,IN-2026-002584,28-01-2032,30-01-2032,First Class,CUST-14,Customer 1284,Consumer,India,Pune,Telangana,East,PROD-568,Furniture,Accessories,Product 600,7784.13,19,1621.53,nan,Cards,,
22585,IN-2026-002585,29-01-2032,31-01-2032,Second Class,CUST-35,Customer 1361,Consumer,India,Mumbai,Maharashtra,South,PROD-502,Furniture,Accessories,Product 102,1594.77,19,5733.06,Yes,UPI,,
22586,IN-2026-002586,30-01-2032,01-02-2032,First Class,CUST-1239,Customer 1422,Corporate,India,Hyderabad,Maharashtra,Central,PROD-235,Technology,Accessories,Product 270,4426.33,1,517.72,nan,COD,,
22587,IN-2026-002587,31-01-2032,02-02-2032,Second Class,CUST-231,Customer 1486,Home Office,India,Chennai,Tamil Nadu,East,PROD-795,Furniture,Chairs,Product 208,15839.44,3,7223.21,nan,Online,,
22588,IN-2026-002588,01-02-2032,03-02-2032,Second Class,CUST-151,Customer 964,Corporate,India,Kolkata,Maharashtra,West,PROD-262,Technology,Phones,Product 586,2486.73,11,7281.7,nan,Cards,,
22589,IN-2026-002589,02-02-2032,04-02-2032,Same Day,CUST-843,Customer 198,Corporate,India,Chennai,Maharashtra,West,PROD-223,Technology,Storage,Product 688,13527.52,6,-2373.29,nan,UPI,,
22590,IN-2026-002590,03-02-2032,05-02-2032,Second Class,CUST-179,Customer 170,Corporate,India,Chennai,Tamil Nadu,East,PROD-579,Technology,Tables,Product 630,15419.99,5,3780.43,nan,COD,,
22591,IN-2026-002591,04-02-2032,06-02-2032,Standard Class,CUST-979,Customer 1194,Corporate,India,Pune,Tamil Nadu,West,PROD-797,Office Supplies,Accessories,Product 572,17271.9,13,-1398.71,nan,COD,,
22592,IN-2026-002592,05-02-2032,07-02-2032,Second Class,CUST-816,Customer 474,Corporate,India,Kolkata,Maharashtra,Central,PROD-685,Furniture,Tables,Product 72,3352.55,6,1851.12,nan,UPI,,
22593,IN-2026-002593,06-02-2032,08-02-2032,First Class,CUST-973,Customer 1206,Corporate,India,Pune,Delhi,North,PROD-145,Technology,Accessories,Product 731,11627.72,12,6875.85,nan,UPI,,
22594,IN-2026-002594,07-02-2032,09-02-2032,Standard Class,CUST-737,Customer 1402,Corporate,India,Hyderabad,Telangana,Central,PROD-652,Office Supplies,Storage,Product 130,11719.07,1,-2192.96,nan,COD,,
22595,IN-2026-002595,08-02-2032,10-02-2032,Second Class,CUST-1167,Customer 966,Corporate,India,Kolkata,Karnataka,Central,PROD-283,Furniture,Accessories,Product 324,20923.24,19,7310.97,nan,UPI,,
22596,IN-2026-002596,09-02-2032,11-02-2032,Standard Class,CUST-967,Customer 1146,Consumer,India,Kolkata,Tamil Nadu,South,PROD-178,Technology,Storage,Product 662,11850.75,2,7939.06,nan,Net Banking,,
22597,IN-2026-002597,10-02-2032,12-02-2032,First Class,CUST-623,Customer 419,Consumer,India,Pune,Maharashtra,South,PROD-748,Office Supplies,Chairs,Product 193,10318.2,1,4372.7,nan,Online,,
22598,IN-2026-002598,11-02-2032,13-02-2032,First Class,CUST-24,Customer 652,Consumer,India,Bengaluru,Maharashtra,Central,PROD-759,Technology,Accessories,Product 174,3305.65,8,918.99,Yes,UPI,,
22599,IN-2026-002599,12-02-2032,14-02-2032,Same Day,CUST-410,Customer 1447,Corporate,India,Hyderabad,Tamil Nadu,West,PROD-297,Furniture,Phones,Product 22,17437.99,17,-238.86,nan,Cards,,
22600,IN-2026-002600,13-02-2032,15-02-2032,Second Class,CUST-198,Customer 1225,Consumer,India,Mumbai,Delhi,East,PROD-21,Office Supplies,Phones,Product 287,15589.79,13,1758.68,nan,Online,,
22601,IN-2026-002601,14-02-2032,16-02-2032,Same Day,CUST-24,Customer 307,Consumer,India,Chennai,Maharashtra,North,PROD-168,Furniture,Tables,Product 396,17994.51,10,-1021.91,nan,Cards,,
22602,IN-2026-002602,15-02-2032,17-02-2032,Standard Class,CUST-410,Customer 1404,Home Office,India,Chennai,Telangana,West,PROD-433,Furniture,Chairs,Product 374,16493.01,6,-2779.38,nan,Net Banking,,
22603,IN-2026-002603,16-02-2032,18-02-2032,Same Day,CUST-310,Customer 749,Consumer,India,Kolkata,Telangana,East,PROD-48,Technology,Chairs,Product 32,21913.27,5,-2309.88,nan,UPI,,
22604,IN-2026-002604,17-02-2032,19-02-2032,First Class,CUST-116,Customer 1265,Home Office,India,Chennai,Karnataka,Central,PROD-182,Furniture,Storage,Product 164,21964.32,13,4299.22,nan,COD,,
22605,IN-2026-002605,18-02-2032,20-02-2032,Same Day,CUST-469,Customer 782,Consumer,India,Kolkata,Delhi,West,PROD-120,Technology,Accessories,Product 4,7865.16,10,-2771.69,Yes,Cards,,
22606,IN-2026-002606,19-02-2032,21-02-2032,Same Day,CUST-760,Customer 906,Home Office,India,Pune,Delhi,North,PROD-761,Technology,Binders,Product 180,4764.7,12,316.08,Yes,COD,,
22607,IN-2026-002607,20-02-2032,22-02-2032,First Class,CUST-268,Customer 243,Consumer,India,Pune,Tamil Nadu,West,PROD-284,Office Supplies,Accessories,Product 484,23180.32,8,4440.28,nan,COD,,
22608,IN-2026-002608,21-02-2032,23-02-2032,Second Class,CUST-410,Customer 508,Corporate,India,Mumbai,Telangana,East,PROD-304,Technology,Phones,Product 7,17897.74,6,-1077.44,nan,COD,,
22609,IN-2026-002609,22-02-2032,24-02-2032,First Class,CUST-31,Customer 1084,Home Office,India,Pune,Tamil Nadu,Central,PROD-337,Technology,Storage,Product 132,24281.69,4,655.05,nan,COD,,
22610,IN-2026-002610,23-02-2032,25-02-2032,Same Day,CUST-76,Customer 1263,Consumer,India,Mumbai,Karnataka,Central,PROD-11,Office Supplies,Storage,Product 435,12549.65,6,-2654.14,nan,UPI,,
22611,IN-2026-002611,24-02-2032,26-02-2032,Same Day,CUST-237,Customer 134,Corporate,India,Hyderabad,Delhi,East,PROD-434,Furniture,Storage,Product 448,24065.52,5,-1763.35,Yes,COD,,
22612,IN-2026-002612,25-02-2032,27-02-2032,Same Day,CUST-679,Customer 116,Home Office,India,Chennai,Maharashtra,North,PROD-730,Technology,Tables,Product 717,3287.29,10,-514.82,nan,Online,,
22613,IN-2026-002613,26-02-2032,28-02-2032,Standard Class,CUST-999,Customer 1039,Consumer,India,Mumbai,Delhi,West,PROD-651,Office Supplies,Tables,Product 459,14861.52,6,-1612.05,nan,Cards,,
22614,IN-2026-002614,27-02-2032,29-02-2032,First Class,CUST-1182,Customer 671,Consumer,India,Kolkata,Karnataka,West,PROD-201,Furniture,Tables,Product 740,12544.2,16,2192.66,nan,Online,,
22615,IN-2026-002615,28-02-2032,01-03-2032,Standard Class,CUST-944,Customer 1273,Home Office,India,Kolkata,Maharashtra,West,PROD-11,Furniture,Storage,Product 579,315.46,11,-1603.58,nan,Net Banking,,
22616,IN-2026-002616,29-02-2032,02-03-2032,First Class,CUST-925,Customer 103,Consumer,India,Hyderabad,Delhi,Central,PROD-618,Furniture,Phones,Product 440,5024.24,6,357,nan,Cards,,
22617,IN-2026-002617,01-03-2032,03-03-2032,Same Day,CUST-1403,Customer 524,Home Office,India,Delhi,Tamil Nadu,Central,PROD-673,Office Supplies,Chairs,Product 307,4048.44,2,4959.25,nan,Net Banking,,
22618,IN-2026-002618,02-03-2032,04-03-2032,Standard Class,CUST-384,Customer 54,Home Office,India,Mumbai,Karnataka,South,PROD-737,Technology,Tables,Product 89,1755.03,3,4192.38,nan,Cards,,
22619,IN-2026-002619,03-03-2032,05-03-2032,First Class,CUST-1197,Customer 1064,Home Office,India,Mumbai,West Bengal,Central,PROD-462,Furniture,Binders,Product 564,23716.69,2,1212.99,nan,Cards,,
22620,IN-2026-002620,04-03-2032,06-03-2032,Same Day,CUST-1405,Customer 1286,Home Office,India,Kolkata,Karnataka,Central,PROD-379,Office Supplies,Chairs,Product 750,24142.84,7,7241.97,nan,COD,,
22621,IN-2026-002621,05-03-2032,07-03-2032,Same Day,CUST-852,Customer 236,Home Office,India,Bengaluru,Delhi,East,PROD-605,Office Supplies,Chairs,Product 293,22320.81,7,5659.45,Yes,Net Banking,,
22622,IN-2026-002622,06-03-2032,08-03-2032,Second Class,CUST-1260,Customer 486,Corporate,India,Delhi,Telangana,South,PROD-552,Furniture,Phones,Product 285,24724.8,1,3678.94,nan,Online,,
22623,IN-2026-002623,07-03-2032,09-03-2032,Standard Class,CUST-207,Customer 1269,Home Office,India,Hyderabad,Telangana,East,PROD-605,Office Supplies,Tables,Product 79,20808.94,14,1804.57,nan,UPI,,
22624,IN-2026-002624,08-03-2032,10-03-2032,Same Day,CUST-1318,Customer 63,Corporate,India,Kolkata,West Bengal,West,PROD-228,Office Supplies,Phones,Product 478,23321.48,11,-2339.6,nan,UPI,,
22625,IN-2026-002625,09-03-2032,11-03-2032,Same Day,CUST-846,Customer 1428,Corporate,India,Chennai,Telangana,Central,PROD-722,Office Supplies,Chairs,Product 248,5141.37,19,1541.38,nan,Cards,,
22626,IN-2026-002626,10-03-2032,12-03-2032,First Class,CUST-333,Customer 1330,Consumer,India,Chennai,Karnataka,East,PROD-30,Furniture,Storage,Product 9,6607.88,17,2997.93,nan,Net Banking,,
22627,IN-2026-002627,11-03-2032,13-03-2032,Same Day,CUST-93,Customer 229,Home Office,India,Mumbai,Telangana,Central,PROD-75,Furniture,Storage,Product 7,21586.14,1,7901.19,nan,COD,,
22628,IN-2026-002628,12-03-2032,14-03-2032,Standard Class,CUST-1080,Customer 209,Corporate,India,Kolkata,Telangana,West,PROD-524,Technology,Storage,Product 269,12116.73,14,7467.67,nan,COD,,
22629,IN-2026-002629,13-03-2032,15-03-2032,First Class,CUST-646,Customer 1038,Home Office,India,Delhi,Tamil Nadu,North,PROD-457,Office Supplies,Accessories,Product 370,17995.07,19,-1765.67,nan,Cards,,
22630,IN-2026-002630,14-03-2032,16-03-2032,Standard Class,CUST-465,Customer 16,Corporate,India,Kolkata,Telangana,West,PROD-443,Technology,Phones,Product 366,14157.25,16,7771.93,nan,COD,,
22631,IN-2026-002631,15-03-2032,17-03-2032,Same Day,CUST-585,Customer 759,Consumer,India,Mumbai,West Bengal,Central,PROD-727,Office Supplies,Chairs,Product 592,7814.56,14,5300.79,nan,Net Banking,,
22632,IN-2026-002632,16-03-2032,18-03-2032,First Class,CUST-1486,Customer 99,Corporate,India,Delhi,Telangana,East,PROD-696,Furniture,Chairs,Product 422,7299.66,3,4501.29,nan,Net Banking,,
22633,IN-2026-002633,17-03-2032,19-03-2032,Same Day,CUST-642,Customer 797,Home Office,India,Bengaluru,Tamil Nadu,East,PROD-575,Technology,Tables,Product 628,18767.45,18,6939.17,Yes,Net Banking,,
22634,IN-2026-002634,18-03-2032,20-03-2032,First Class,CUST-119,Customer 525,Corporate,India,Delhi,Karnataka,East,PROD-132,Office Supplies,Accessories,Product 238,13419.35,16,575.61,nan,Cards,,
22635,IN-2026-002635,19-03-2032,21-03-2032,Standard Class,CUST-420,Customer 1060,Home Office,India,Delhi,West Bengal,West,PROD-78,Technology,Phones,Product 186,9144.8,11,1392.33,nan,UPI,,
22636,IN-2026-002636,20-03-2032,22-03-2032,Standard Class,CUST-218,Customer 1321,Consumer,India,Mumbai,West Bengal,North,PROD-112,Office Supplies,Binders,Product 432,15521.73,18,6580.42,nan,Net Banking,,
22637,IN-2026-002637,21-03-2032,23-03-2032,Second Class,CUST-1029,Customer 733,Home Office,India,Hyderabad,Maharashtra,West,PROD-491,Technology,Accessories,Product 85,10643.46,9,-1856.1,nan,UPI,,
22638,IN-2026-002638,22-03-2032,24-03-2032,First Class,CUST-1200,Customer 963,Home Office,India,Pune,Delhi,North,PROD-570,Furniture,Tables,Product 611,12008.1,11,4800.76,nan,Online,,
22639,IN-2026-002639,23-03-2032,25-03-2032,Standard Class,CUST-1261,Customer 900,Home Office,India,Mumbai,Telangana,South,PROD-640,Office Supplies,Tables,Product 149,17028.27,15,5908.04,Yes,UPI,,
22640,IN-2026-002640,24-03-2032,26-03-2032,Same Day,CUST-949,Customer 1477,Consumer,India,Hyderabad,Maharashtra,East,PROD-83,Office Supplies,Phones,Product 732,11584.64,14,6735.69,Yes,COD,,
22641,IN-2026-002641,25-03-2032,27-03-2032,Standard Class,CUST-1153,Customer 347,Corporate,India,Bengaluru,West Bengal,Central,PROD-220,Office Supplies,Accessories,Product 786,23761.03,11,-589.1,nan,COD,,
22642,IN-2026-002642,26-03-2032,28-03-2032,Second Class,CUST-626,Customer 359,Consumer,India,Chennai,Delhi,South,PROD-271,Technology,Accessories,Product 430,12258.52,15,4471.71,nan,Online,,
22643,IN-2026-002643,27-03-2032,29-03-2032,Standard Class,CUST-942,Customer 568,Corporate,India,Bengaluru,West Bengal,East,PROD-506,Technology,Storage,Product 250,24055.11,18,-2057.1,nan,COD,,
22644,IN-2026-002644,28-03-2032,30-03-2032,Second Class,CUST-161,Customer 1105,Home Office,India,Kolkata,Telangana,South,PROD-38,Furniture,Accessories,Product 271,21230.28,13,6470.59,Yes,UPI,,
22645,IN-2026-002645,29-03-2032,31-03-2032,Second Class,CUST-807,Customer 1297,Corporate,India,Chennai,Maharashtra,South,PROD-672,Technology,Storage,Product 343,22300.45,17,2299.79,nan,COD,,
22646,IN-2026-002646,30-03-2032,01-04-2032,Standard Class,CUST-836,Customer 417,Home Office,India,Chennai,Delhi,Central,PROD-65,Furniture,Chairs,Product 383,19141.06,8,3865.81,Yes,Cards,,
22647,IN-2026-002647,31-03-2032,02-04-2032,First Class,CUST-47,Customer 165,Home Office,India,Kolkata,West Bengal,East,PROD-419,Furniture,Chairs,Product 61,15212.01,11,6365.13,nan,Net Banking,,
22648,IN-2026-002648,01-04-2032,03-04-2032,Same Day,CUST-822,Customer 913,Home Office,India,Hyderabad,Delhi,North,PROD-746,Furniture,Storage,Product 158,13433.52,13,2566.26,nan,COD,,
22649,IN-2026-002649,02-04-2032,04-04-2032,Same Day,CUST-1084,Customer 896,Home Office,India,Mumbai,Delhi,North,PROD-156,Technology,Binders,Product 631,13903.46,11,2595.24,nan,UPI,,
22650,IN-2026-002650,03-04-2032,05-04-2032,Second Class,CUST-552,Customer 562,Corporate,India,Mumbai,Telangana,North,PROD-550,Office Supplies,Phones,Product 43,5236,4,2111.22,nan,Online,,
22651,IN-2026-002651,04-04-2032,06-04-2032,Same Day,CUST-817,Customer 277,Home Office,India,Bengaluru,Telangana,West,PROD-440,Office Supplies,Accessories,Product 359,5556.27,9,3607.62,Yes,Online,,
22652,IN-2026-002652,05-04-2032,07-04-2032,Same Day,CUST-429,Customer 1274,Consumer,India,Delhi,Delhi,North,PROD-656,Office Supplies,Chairs,Product 700,1095.51,3,4890.56,nan,Cards,,
22653,IN-2026-002653,06-04-2032,08-04-2032,Same Day,CUST-406,Customer 1269,Home Office,India,Hyderabad,Karnataka,West,PROD-470,Technology,Accessories,Product 70,18702.62,14,5856.85,Yes,Online,,
22654,IN-2026-002654,07-04-2032,09-04-2032,Second Class,CUST-195,Customer 1121,Corporate,India,Chennai,Tamil Nadu,West,PROD-678,Office Supplies,Phones,Product 740,3340.37,16,-2672.16,nan,COD,,
22655,IN-2026-002655,08-04-2032,10-04-2032,Same Day,CUST-492,Customer 868,Home Office,India,Delhi,Tamil Nadu,East,PROD-322,Office Supplies,Storage,Product 378,14658.19,13,828.85,nan,COD,,
22656,IN-2026-002656,09-04-2032,11-04-2032,First Class,CUST-1204,Customer 392,Corporate,India,Bengaluru,Karnataka,South,PROD-131,Office Supplies,Tables,Product 339,3663.6,17,1757.8,nan,Online,,
22657,IN-2026-002657,10-04-2032,12-04-2032,Standard Class,CUST-1403,Customer 605,Consumer,India,Pune,Karnataka,North,PROD-544,Technology,Storage,Product 570,1897.03,13,-1914.37,nan,UPI,,
22658,IN-2026-002658,11-04-2032,13-04-2032,Second Class,CUST-953,Customer 103,Home Office,India,Kolkata,Delhi,North,PROD-774,Furniture,Binders,Product 621,13456.46,8,5267.83,nan,COD,,
22659,IN-2026-002659,12-04-2032,14-04-2032,First Class,CUST-936,Customer 375,Home Office,India,Kolkata,Delhi,North,PROD-347,Technology,Chairs,Product 378,21859.12,2,2751.63,Yes,Cards,,
22660,IN-2026-002660,13-04-2032,15-04-2032,Standard Class,CUST-921,Customer 676,Consumer,India,Kolkata,West Bengal,North,PROD-656,Office Supplies,Chairs,Product 67,9061.36,1,-2979.29,nan,Cards,,
22661,IN-2026-002661,14-04-2032,16-04-2032,Second Class,CUST-714,Customer 655,Consumer,India,Hyderabad,Maharashtra,South,PROD-702,Office Supplies,Phones,Product 774,23000.88,19,3945.09,nan,Cards,,
22662,IN-2026-002662,15-04-2032,17-04-2032,Same Day,CUST-635,Customer 121,Corporate,India,Kolkata,West Bengal,Central,PROD-516,Furniture,Phones,Product 8,505.1,15,729.24,nan,Online,,
